Unnamed: 0,product,narrative
1798,credit_reporting,dispute filed transunion investigation removed account credit file transunion still removed account credit file need updated removed soon possible
1799,credit_reporting,dispute filed equifax investigation removed account credit file equifax still removed account credit file need updated removed soon possible
1800,credit_reporting,dispute generated experian closed account according experian credit score account disputed experian took closed account took credit card account experian credit score account well credit score account say open account fact checking saving credit card account also told experian letting pull information fix fact ca check credit score try checking credit score say unavailable conclude need experian put open account back experian credit score account continue increasing credit also would like credit score point duration open account experian account reimbursed experian also need fix check credit score sorry inconvenience sent several email made several phone call still nothing resolved
1801,credit_card,dispute initially filed purchase made placed dispute amount card statement received email amex opened investigation dispute u mail amex indicated charge made telephone sent u credit sale printout detail purchase know got zip code code digit code card amex reinstated purchase made account expecting payment amount asked amex today date reopen investigation
1802,credit_reporting,dispute submitted received response regarding dispute result also credit monitoring account updated report day date letter mailed obvious dispute investigation processed disputed account remark account disputed consumer credit reporting agency using protection cfpb relaxed approach day rule back full compliance
1803,credit_reporting,document titled equifax credit file received equifax response request file disclosure contained two tradelines contained information related information equifax agreed delete file brought attention equifax within day receiving document letter attached never received response requested another file disclosure finally received document titled equifax credit file dated still contained two tradelines deleted file attached letter submitted remind equifax duty remove information related tradeline agreed delete attached dispute letter submitted via complaint
1804,credit_reporting,door door salesperson came house trying sell home alarm system asked fill application repeatedly told want would result credit check reassured multiple time would result credit check enough statement make sense ended sale pitch sign anything day later got credit alert saying credit run impacting home loan called company day credit alert well lender checked credit citizen bank agreed remove inquiry turn didnt never consented credit check specifically told would credit check
1805,credit_reporting,eviction showing credit report stopping able rent place family belong
1806,credit_reporting,eviction showing credit report stopping able rent place family belong
1807,credit_reporting,eviction showing credit report stopping able rent place family belong
1808,retail_banking,factoring company called supposed send payment form check asked beforehand send check close bank account told would mail check company sent payment closed account using ach well fargo told going send check contacted well fargo stated company sent money would request trace customer could help feel like trying defraud contacted bank closed account sent stated account indeed closed rejected payment could posted closed account payment sent back originator told contact well fargo contacted well fargo multiple time resolution vendor helpful tracing fund feel like trying keep payment difficult average hard working american trace collect payment due please help
1809,retail_banking,faked number response bank criminal submitted insult injure particular person even used old address line recorded accomplice
1810,credit_reporting,false creditor false account placed creditor placed credit report show open account creditor show exist want know account opened name want taken credit report want call midwest recovery give personal information want research provide background information
1811,debt_collection,family member contacted orion capital solution regarding debt aware referring contacted find concerning contacting family member possibly employer without contacting without consent
1812,debt_collection,received letter collection agency address tx due relative name mine opened letter find debt back relative knowing debt company thought reaching inquiry tried figure also able access account information via website entering ssn found debt tried review see company current address tx sure contacted totally privacy debt address lived since back want address tx removed system complain sent unauthorized letter someone else need reach debt need use current address per system one available reach discus
1813,credit_card,account credit report card opened relative asked please address dispute yet update right thing complaint response company placing profit right fraudulent account thanks
1814,mortgages_and_loans,day ago bought new truck texas final price vehicle established asked go bank get payment vehicle agreed arrived back bank payment went finance office finance office told buy extended warranty order buy truck price already agreed previously without stipulation also told qualify lower interest rate dealership making enough money sale truck pay interest first four month order secure deal said finance month pay refinance told incorrect information went manager came back office said longer willing sell truck gave payment check back already invested four hour time waiting family used force buy truck without warranty higher interest rate even showed qualified apr almost credit score low debt income ratio payment truck
1815,credit_reporting,day ago reached get quote motorcycle policy getting quote online trying finalize soon entered driver license quoted rate gone asked stated use lexis nexis report report show accident driver fault absolutely inaccurate rear ended car driver fault accident current insurance company confirmed report accurate submitted reporting agency innocent driver accident also police report show driver fault inaccurate information posted lexis nexis reputation suffered able get insurance quote eligible good driver need lexis nexis fix record soon possible report correct record company reached past credit inquiry attaching complaint copy letter showing negligence driver accident full police report accident thank
1816,retail_banking,day ago received check thought company called hired online interview told would need purchase equipment necessary job fund would send received check instructed make deposit drive thru atm afterward temporary amount available use interviewer instructed vendor sort bpmware needed work next day asked proceed purchase gift card every bone body told something wrong contacted bank immediately spent hour hold spoke different people one would investigate vendor money sent fully expect check bounce time lost idiotically sent unknown vendor rudely told nothing could deposited check nothing help whether open investigation flag check offered nothing way go well fargo morning check bounced scared scared going get knock door cop stole money help please
1817,mortgages_and_loans,day ago went honda tried loan lease already since beginning told inquiry credit said ok didnt client honda many year wasnt going get problem suddenly see inquiry side think nine called back get deal recognized shouldnt done sale person told broker broker said didnt responsible recognized wrong apologized please help working really hard get credit fair
1818,mortgages_and_loans,day ago received letter low va rate llc contacted talked operator could answer asked speak supervisor le minute disconnected call letter state mortgage letter explicitly state represent lender record proven correct absolute lie different name one mortgage mortgage period contacted congressperson office advised file complaint ftc believe attempt identity theft outright fraud either one company
1819,credit_reporting,day ago submitted dispute item experian credit file via online portal since time receiving daily email advertisement experian unrelated dispute latest ad sort dark web clicking unsubscribe link message show currently unsubscribed however message also state email sent contains important information account please note previously unsubscribed experian longer receive newsletter special offer however continue receive email notification regarding account chapter requires sender commercial email message provide working mechanism choose simply ignore previous request unsubscribe experian consent promote good service via email provided email address required order dispute false information report using advertising purpose immoral refusing honor unsubscribe request illegal
1820,retail_banking,month ago opened business checking account hsbc time opening asking specific detail business source income explain main although source income collected made clear relation manager since state pay via submit form state going forward deposit fund new account opened hsbc reiterated relationship manager since currently midst pandemic take day state process request change bank account therefore shouldnt wonder wont much activity first day approx week account opened deposited account check came personal account st approx week ago believe activity approx week ago owed someone hsbc offered ability send wire transfer free wired person following deposited check came current place im banking check wrote transfer basically began slowly moving fund hsbc day also deposited another check given mother business day later deposited another check wrote check transfer day also got check company business deposited hsbc exactly deposit made hsbc account opened got margin call brokerage firm come immediate cover margin call id like note agree there absolutely nothing wrong illegal business owner take money business account personal use fact business owner allowed law withdraw fund profit business agree nobody world would business back margin call fact youre welcome verify dont ability send wire transfer capability hsbc there absolutely nothing illegal business owner withdraw fund account wired hsbc account account cover margin call playing around hsbc mobile app realized there feature send wire transfer directly mobile app wanted see actually work send wire guy send first wire since already saved recipient hsbc account course notified guy might getting account explained day free minute oclock wanted login brokerage account check stock position get error stating act longer exists began panicking immediately called hold approx hour representative answer call hour waiting get representative friend got wire called non stop figured probably emergency answered tell bank froze account ate refusing release money called told reason called notify business account seems huge scandal whatever thinking believe he involved scandal therefore release fund restricted account tried logging hsbc wasnt able note representative finally answered call short told informed account involved huge scheme therefore release fund discus info need cfpb understand entire saving account account year already balance call called hsbc every representative gave different story mumbling trying avoid answering called told need reach relationship manager tell exactly whats going called idea something going shocked well explained must help every representative call tell speak began pancaking perhaps even felt guilty huge damage began making excuse non thing true despair told dont get straight true answer hesitate bring legal action full extent law began mumbling saying ummm ummm first need understand something even opened account collect rent check right said ok therefore began saying look deposited big check place youre banking constantly proving whatever he saying non sense began yelling said anyways threatened trust youll take legal action there nothing hung phone
1821,debt_collection,month ago noticed collection account investigated account emergency visit sent insurance even paid knowledge balance taken care even reflects paperwork sent requested validation debt sent information showing insurance paid somehow ended credit file always best job never pay emergency service pocket never sent paperwork information account ever put default address even correct record top company violated hipaa right sending medical service rendered information without signed hipaa release form ran complaint cfpb avail please supervise deletion inaccurate invalidated attack character ability borrow
1822,credit_card,month ago paid key bank credit card worked really hard pay cc proud paying cc thinking cc balance make payment one month next statement charge auto pay something like didnt expect late payment fee called asked late fee removed knew would minimum payment due balance anyway person phone said already made requested late payment fee removed therefor exceeded option fee removed paid charge next statement balance late payment fee called bank band asked remove fee cancel card course would remember guy closed account saying account closed balance next statement show balance yet another late payment fee closed account threatening cancel account key bank late payment fee late payment late payment fee still refuse remove fee high credit rating want fiasco messing
1823,credit_reporting,month ago received bill collection agency began calling inquire nature bill phone said apartment informed apartment since owe anything lived grandparent property rent free care sent certified letter company asking provide bill bill created signed document signature lease agreement etc got nothing reached apartment complex naming property manager stated information name needed contact sent letter dated asking information said yet find sufficient evidence validate claim said provide information help case delete item bureau even know detail charge nothing send also provided copy bill put current address lived year pay rent home belongs aunt way could owe prior lived ga sent letter bureau asking validated info replied saying verified explanation complaint credit bureau failed remove item failed prove verified item
1824,credit_reporting,month ago received bill collection agency began calling inquire nature bill phone said apartment informed apartment since owe anything lived grandparent property rent free sent certified letter company asking provide bill bill created signed document signature lease agreement etc got nothing reached apartment complex naming property manager stated information name needed contact sent letter dated asking information said yet find sufficient evidence validate claim said provide information help case delete item bureau even know detail charge nothing send also provided copy bill put current address lived year pay rent home belongs aunt way could owe prior lived ga sent letter bureau asking validated info replied saying verified explanation complaint credit bureau failed remove item failed prove verified item
1825,credit_reporting,month ago received strange call regarding credit placed credit freeze credit bureau wife currently looking buy house applying mortgage went remove freeze problem experian said request could processed sending physical request mail mentioned previously process purchasing house time sensitive overnighted request proper documentation confirmation delivery completed week ago received correspondence return tried contact multiple time found impossible get human phone gotten stuck going circle automated service giving run around online calling corporate customer line able talk operator explained issue operator said going connect special service hung
1826,retail_banking,month ago received offer bank america open checking account receive bonus meeting requirement see attachment complaint offer term opened account met bonus requirement never received bonus multiple attempt resolve issue bank america customer service led nothing
1827,credit_card,month ago requested bofa credit card department waive annual fee credit card due difficult situation uncertainty moment denied option available get charge reimbursed according decided close account asked could switch convert credit card different one said able qualify conversion recently le week ago called almost got answer surprise able qualify technically close one credit card open another however could reimburse fee long time since first talked around subject talking wait minute life changed dramatically since like unfair treatment especially since customer year never missed payment late top explained main reason getting credit card anymore fly anymore country origin first year using credit card
1828,debt_collection,month ago random company showed credit report saying owed money loan never heard suddenly send flier asking pay attempted reach numerous time verification send request money attempted dispute credit report fought without providing proof
1829,credit_card,month ago citibank changed web site citi checking account citi credit card previously view card detail click make payment button displayed citi checking account user could easily make payment could still set additional payment account currently directs payment setup page allows selecting bank citi listed default page manually entering account detail longer provides existing citi account could search find citibank among supported bank however web site malfunctioning attempted make payment citi checking account one credit card entering citi credential pulling citi account also logging citi web site completely tried time different browser result finally entered routing account number manually processed payment notified problem time following week checked account noticed returned check fee reviewing transaction realized payment go issue processing payment able use transfer option intuitive prominent successfully pay card addition late fee citi also charged interest next month result failed payment called citi refused refund either late fee interest charge leaf impression citi intentionally made web site difficult use order generate additional revenue fee
1830,debt_collection,month ago disputed attempt collect behalf made amsher collection service acc regarding already paid final bill receipt credit statement prove disputed sent evidence wasnt surprised find removed credit due successful dispute relatively quickly however received letter another debt collector stating picked debt id account believe predatory collection tactic behalf one collection company debt never existent final bill paid store minnesota late last year id appreciate investigation im going filing lawsuit one company well plain predatory attempt circumvent right nonexistent debt contact provide necessary document receipt letter scan computer im typing phone
1831,debt_collection,month ago disputed attempt collect behalf made regarding already paid final bill receipt credit statement prove disputed sent evidence wasnt surprised find removed credit due successful dispute relatively quickly however received letter credence resource management another debt collector stating picked debt id account believe predatory collection tactic behalf one collection company debt never existent final bill paid store minnesota late last year id appreciate investigation im going filing lawsuit one company well plain predatory attempt circumvent right nonexistent debt contact provide necessary document receipt letter scan computer im typing phone
1832,credit_reporting,month ago gotten credit score reason took student loan month score went put student loan back credit dropped score point fraudulent activity screen shot score worked hard increase want score back never without student loan fraudulent remove
1833,credit_reporting,month ago gotten credit score reason took student loan month score went put student loan back credit dropped score point fraudulent activity screen shot score worked hard increase want score back never without student loan fraudulent remove
1834,retail_banking,month ago received mailer personal code open checking acct offer get total direct deposit following day followed step opening account personal code week account opening believe made met qualifying term called bofa customer service confirm rep named state met term thought nothing week later receive letter bofa essentially reminding make direct deposit earn sign bonus confused called back double check representative picked stated meet requirement believe wrote escalation form also forwarded explained check week decision escalation form bofa allowed call provide update called update representative named answered could locate escalation form could provide update however confirmed nothing
1835,debt_collection,month ago started receiving statement midland credit management xxxxxxxx california attempting collect debt owe today received statement consumer support service saying reviewing information conclude record accurate would like explain conclude record accurate ssn given digit mine last digit thats getting confused date birth given year older telling many year due fact easily figure birth year amend record never credit card bank record accurate maybe federal trade commission shed light issue thank much reference number
1836,retail_banking,month ago credit card compromised took nearly month suntrust take action credit fraudulent charge account acted submitted complaint organization since felt money safe suntrust maintained minimum required avoid maintenance fee last month account fell one day resulted fee called representative waived fee guaranteed although account would take day reflect maintenance fee reversal would charged later month maintenance fee today noticed charged maintenance fee called told charged fee due day took reversal fee go spoke said ineligible fee reversal
1837,debt_collection,month back contacted company called revco solution ohio said collection unpaid deductible charge year ago changed insurance company though thought paid debt avoid damage outstanding credit score well month later received similar letter stating owe money time knew bogus sent company certified letter stating fact within month sent another letter saying owed fund completely false whats next step
1838,mortgages_and_loans,month issue refinanced loan capital one sold vehicle buyer gave cashier check certified capital one amount remaining loan check mailed overnight accepted posted paid received power attorney document capital one document filled mailed overnight friday waited week come mail called capital one inquire title told mix original title going mail would take day process would sent overnight via waiting called find going told capital one title going instead send lien release finally received lien release made appointment dmv went title transferred buyer dmv told title file list capital one lien holder would accept capital one letter contacted previous lien holder try get lien release directly told capital one could request release letter loan paid refinanced month prior called capital one give information told going sort mail new document still received anything capital one called requested talk someone higher transferred resolution specialist told paperwork moved right department trying find title called resolution specialist get update told found title sent day week day paid still received anything capital one never contacted issue company always call information put hardship amount time spent work going dmv waiting hour talk representative call made resolve issue person purchased car also suffered since register use week resolution clear solution issue absolutely unreasonable point wronged capital one know step take resolve issue exhausted every option end
1839,debt_collection,number identified belonging harris harris called many occasion leave automated message received letter harris harris aware collection activity account call usually come far voicemail since automated message tell call back called reason believe valid claim want caught scam even specifying intended recipient attached partial call log showing voicemail
1840,debt_collection,year ago took payday loan online fell hard time could pay back payday loan turned collection picked thrash thrash pllc paying month past year totaling even pandemic lost job still tried best make payment called spoke personally could get letter offering initial debt third party entirety thrash thrash sent letter offering settle account claim full amount pay amount continue compound interest preventing ever able pay also stop paying threaten garnish wage add derogatory remark credit even though already paid initial debt need help car even cost ca afford continue paying money debt settled point business literally robbing american people also gross misuse power disgusting ask someone pay much debt pandemic everyone struggling literally care must stopped
1841,credit_reporting,week ago called spoke supervisor transunion ongoing issue account listed credit report asked possible account closed since different date reflecting credit report informed purchased credit report myfico two different occasion date first purchased reported dated close date second purchased date close date questioned said information transmitted sent asked possible account three different closed date also pointed account sold outside collection agency asked could submit documentation prove otherwise said transunion would accept told proof bill outside collection agency original creditor balance matched balance original creditor still said transunion would accept transunion denying due process afforded federal law refusing accept clear cogent documentation pertaining dispute pointed numerous discrepancy report transunion refuse acknowledge fix
1842,credit_reporting,week ago called spoke supervisor ongoing issue account listed credit report asked possible account closed since different date reflecting credit report informed purchased credit report myfico two different occasion date first purchased reported dated close date second purchased date close date questioned said information transmitted sent toyota asked possible account three different closed date also pointed account sold outside collection agency asked could submit documentation prove otherwise said would accept told proof bill outside collection agency original creditor balance matched balance original creditor still said would accept denying due process afforded federal law refusing accept clear cogent documentation pertaining dispute pointed numerous discrepancy report refuse acknowledge fix
1843,mortgages_and_loans,week ago called informed plaza home mortgage service paid tax insurance current year make payment escrow account also requested escrow portion mortgage would make payment tax insurance point forward day ago received letter dated stating regret inform investor requirement provide removal escrow prior receiving letter learned informed week ago make escrow payment posted insurance payment escrow received letter called discus removal escrow fact already notified make escrow payment one posted appears manipulating mismanaging use escrow portion mortgage account benefit irregardless direction one adjustment mentioned letter suggests increase amount payment next four year correct deficit already informed paid portion escrow account payment also earlier year requested removal escrow portion received response letter dated stated regret inform unable remove escrow yet established payment requirement end month three bullet point third give opportunity make adjustment requirement whenever choose believe supply copy letter well numerous delay multiple conversation many different people call call cold claimed knowledge previous discussion finally transferred someone escalation promptly ended call saying felt disrespecting wasted tremendous amount personal time endless loop transferred call customer service representative clue nature inquiry result nothing resolved
1844,credit_reporting,week ago found opened fraudulent account credit report surprise never applied retail credit card store never got card also sign document give permission one account opened like fraud one used personal information please remove account credit report belong please advised failure complete investigation compliance law may result legal action following item need immediate attention account opened balance victim identity theft fraud idea account never opened account please review remove soon possible block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter
1845,credit_reporting,week ago found opened fraudulent account credit report surprise never applied retail credit card store never got card also sign document give permission one account opened like fraud one used personal information please remove account credit report belong please advised failure complete investigation compliance law may result legal action following item need immediate attention account opened balance victim identity theft fraud idea account never opened account please review remove soon possible block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter
1846,credit_reporting,week ago found opened fraudulent account credit report surprise never applied retail credit card store never got card also sign document give permission one account opened like fraud one used personal information please remove account credit report belong please advised failure complete investigation compliance law may result legal action following item need immediate attention account opened balance victim identity theft fraud idea account never opened account please review remove soon possible block except otherwise provided section consumer reporting agency shall block reporting information file consumer consumer identifies information resulted alleged identity theft later business day date receipt agency appropriate proof identity consumer copy identity theft report identification information consumer statement consumer information information relating transaction consumer b notification consumer reporting agency shall promptly notify furnisher information identified consumer subsection section information may result identity theft identity theft report filed block requested section effective date block c authority decline rescind general consumer reporting agency may decline block may rescind block information relating consumer section consumer reporting agency reasonably determines information blocked error block requested consumer error b information blocked block requested consumer basis material misrepresentation fact consumer relevant request block c consumer obtained possession good service money result blocked transaction transaction notification consumer block information declined rescinded subsection affected consumer shall notified promptly manner consumer notified reinsertion information section b title significance block purpose subsection consumer reporting agency rescinds block presence information file consumer prior blocking information evidence whether consumer knew known consumer obtained possession good service money result block exception resellers reseller file section shall apply consumer reporting agency consumer reporting agency reseller b time request consumer subsection section otherwise furnishing reselling consumer report concerning information identified consumer c informs consumer mean consumer may report identity theft bureau obtain consumer information regarding identity theft reseller file sole obligation consumer reporting agency section regard request consumer section shall block consumer report maintained consumer reporting agency subsequent use consumer accordance provision subsection section identifies consumer reporting agency information file consumer resulted identity theft b consumer reporting agency reseller identified information notice carrying obligation paragraph reseller shall promptly provide notice consumer decision block file notice shall contain name address telephone number consumer reporting agency consumer information obtained resale e exception verification company provision section apply check service company acting issue authorization purpose approving processing negotiable instrument electronic fund transfer similar method payment except beginning business day receipt information described paragraph subsection section check service company shall report national consumer reporting agency described section p title information identified subject identity theft report resulting identity theft f access blocked information law enforcement agency provision section shall construed requiring consumer reporting agency prevent federal state local law enforcement agency accessing blocked information consumer file agency could otherwise obtain access subchapter
1847,credit_card,week ago received promotional offer capital one quicksilver credit card went online applied credit card got approved received credit card le week received physical card account closed false promotional advertising capital one even receiving card led credit score decreasing inquiry take month recover called capital one fumbled around different department success
1848,credit_card,week ago notified someone checked credit looked found td credit card service done inquiry called td card service automated system validated phone number last ssn automated system told balance credit limit hour hold spoke live person told record account name phone number could explain td card automated system told account asked supervisor fraud dept call back said would never received call next day placed fraud alert credit reporting agency received letter mail department account inside congratulation included complete digit account number showing credit limit issued td card service immediately called td card service left hold hour approximately note automated system indicated available credit today exactly called spoke attempted transfer fraud dept promptly disconnected immediately called back hold hour minute someone obviously obtained credit name credit card company answer phone credit score run regulation require credit issuer answer phone provide support company clearly please help sincerely
1849,credit_reporting,week ago called equifax getting attached error message logging account obtain dispute credit report representative talked could help said equifax duplicate account causing able access account equifax need fix end calling going help called several time nothing resolving towards accessing credit report login get attached message message saying account locked call number called number representative reset password still able access account tried several week logging several week access account keep getting attached error message
1850,credit_reporting,week ago called experian credit reporting agency regarding credit report negative poor rating due excessive credit report hard inquiry account investigate hard inquiry however specific car loan within day timeframe tried dispute issue via telephone experian representative supposedly name spoke dismissive rude talk insulting manner inquiry dispute resolve proper explannation provided inaccurate report affecting credit report negative manner experian customer service highly unproffesional detrimental purchasing capability
1851,credit_card,week back logged citi point center found total balance point le remembered month ago however checking point history could find point deduction activity listed called citi bank customer service asked clarification waited long time call customer service eventually came back mentioned point equal travel credit forfeited account however could find reason behind asked call back business day call today wait long time customer service told still answer original request seems closed frustrated since large chunk point accumulated year saving use need since mentioned closed account past month deep dive online account found one credit card ending closed month ago however request citi close account time received communication regarding closure beginning pandemic everything chaos moving time citi check system address change request curious timing citi closed account related pandemic still job considered risky made frustrated deceived communication way found today communication center inside online account totally unacceptable way citi treat customer citi year never missed payment card year point accumulated one one trying save dream vacation felt would like citi reinstate account ending restitution point thank
1852,credit_reporting,year ago credit acceptance charged account closed checked credit without knowledge started reporting late payment recently account written show report making payment
1853,mortgages_and_loans,year ago used organization called obtain affordable mortgage able success using process able close property service provider provided mortgage bank america issue used hand process perform renovation property process hand department difficult deal issue use fund allocated yet still paying mortgage full amount renovation loan total amount loan suspect still escrow somewhere around unsure exact amount possible would like balance fund returned back
1854,debt_collection,year ago signed take course made one payment received one book called school letting know able continue course phone call never heard back college email phone call mail check credit report notice ability recovery service state owe money point remove debt add back totally illegal owed fund school reach sell debt whatever percentage sold ability recovery service company scam need stop
1855,credit_card,year ago tried setting disaster told continue paying bill got notification established never got notification continued pay bill suddenly bofa debited checking account current bill even though already paid credit balance following month debited retaining credit balance called asked told nothing could done asked refund credit balance request denied recourse cancel let credit balance get used continue pay manually month month ago tried establish digging finally found section poorly designed spent latter part career designing website working programmer know talking website section entered account information got error message moved never got acknowledgement actually happened paying manually today called customer service find set told customer service representative set account
1856,credit_reporting,year ago late bit student loan payment acknowledge one responsible making time payment year dealing consequence said delinquency late financial hardship family left taking care mother car crash cleaning credit made time payment year tried ask would request removal negative item via goodwill intervention letter asked three bureau remove negative item using method far love equifax faith hearing side help right thing maybe wife finally move past buy home want pay credit repair company know government law side come kind thing
